number,created_at,closed_at,merged_at,user,state,comments
5503,2022-08-11 07:06:29+00:00,2023-09-16 18:44:51+00:00,,XDXXDXXDXXDXXDX,closed,0
5501,2022-08-10 15:39:38+00:00,2023-09-16 18:44:51+00:00,,samavati,closed,1
5497,2022-08-05 03:27:51+00:00,2023-09-16 18:44:50+00:00,,JuwanXu,closed,0
5496,2022-08-03 10:13:44+00:00,2023-09-16 18:44:50+00:00,,Capyhw,closed,1
5492,2022-07-30 15:14:19+00:00,2023-01-04 04:02:19+00:00,,wswmsword,closed,1
5491,2022-07-29 22:03:15+00:00,2023-09-16 18:44:49+00:00,,AlexandruMiricioiu,closed,1
5490,2022-07-29 17:00:25+00:00,2023-09-16 18:44:49+00:00,,qiudaoermu,closed,0
5484,2022-07-22 03:36:57+00:00,2022-07-27 16:42:18+00:00,,JohannCooper,closed,1
5481,2022-07-17 04:53:58+00:00,2022-07-20 16:08:05+00:00,,pinnacle-g,closed,2
5480,2022-07-16 02:06:18+00:00,2023-09-16 18:44:48+00:00,,mehdikhody,closed,0
5476,2022-07-12 22:30:52+00:00,2023-09-16 18:44:48+00:00,,forivall,closed,0
5469,2022-07-02 06:07:18+00:00,2023-09-16 18:44:47+00:00,,ey920911,closed,0
5466,2022-06-25 16:10:33+00:00,2023-09-16 18:44:47+00:00,,yishayhaz,closed,0
5465,2022-06-21 20:56:33+00:00,2023-01-04 04:04:47+00:00,,Dinatra,closed,2
5464,2022-06-20 20:41:48+00:00,2023-09-16 18:44:46+00:00,,Matheuss1,closed,0
5463,2022-06-19 06:12:33+00:00,2022-06-19 06:13:54+00:00,,Matheuss1,closed,0
5462,2022-06-18 10:39:50+00:00,2023-09-16 18:44:46+00:00,,wlllyfor,closed,0
5461,2022-06-17 01:08:08+00:00,2022-06-17 01:39:56+00:00,,Matheuss1,closed,0
5460,2022-06-16 21:59:05+00:00,2023-09-16 18:44:45+00:00,,sumukhbarve,closed,0
5456,2022-06-13 10:10:44+00:00,2023-09-16 18:44:45+00:00,,KhashayarKhm,closed,0
5451,2022-06-06 21:43:41+00:00,2023-09-16 18:44:44+00:00,,ademyan05,closed,0
5449,2022-06-02 18:07:02+00:00,2022-07-03 20:41:39+00:00,,rilysh,closed,0
5446,2022-05-26 09:01:03+00:00,2022-08-24 19:44:35+00:00,,Ali-A-Koye,closed,0
5432,2022-04-25 07:13:27+00:00,2023-09-16 18:44:44+00:00,,tastypackets,closed,0
5428,2022-04-17 04:58:32+00:00,2023-09-16 18:44:43+00:00,,dev-itsheng,closed,0
5427,2022-04-15 22:06:58+00:00,2023-09-16 18:44:43+00:00,,phapdinh,closed,0
5423,2022-04-12 17:48:44+00:00,2023-09-16 18:44:43+00:00,,Sujeev-Uthayakumar,closed,0
5422,2022-04-12 15:13:14+00:00,2023-09-16 18:44:42+00:00,,Sujeev-Uthayakumar,closed,0
5418,2022-04-06 14:13:55+00:00,2023-09-16 18:44:42+00:00,,oscar-broman,closed,0
5413,2022-03-23 08:25:30+00:00,2023-09-16 18:45:12+00:00,,kebetsi,closed,0
5410,2022-03-20 18:06:58+00:00,2023-09-16 18:45:11+00:00,,achrinza,closed,0
5409,2022-03-16 10:55:07+00:00,2022-04-27 07:37:00+00:00,,pawelborkar,closed,0
5408,2022-03-16 10:47:09+00:00,2022-04-27 07:37:00+00:00,,pawelborkar,closed,0
5407,2022-03-16 03:40:23+00:00,2023-09-16 18:45:11+00:00,,lumburr,closed,0
5406,2022-03-13 03:41:29+00:00,2023-09-16 18:45:10+00:00,,Ezall2001,closed,0
5397,2022-03-02 23:33:55+00:00,2023-09-16 18:45:10+00:00,,MichaelMitchell-at,closed,4
5392,2022-02-18 02:57:25+00:00,2023-09-16 18:45:09+00:00,,simon-ouyang-demo,closed,0
5387,2022-02-11 20:45:28+00:00,2023-08-09 18:06:13+00:00,,stefansundin,closed,0
5380,2022-02-02 00:16:35+00:00,2022-02-19 19:22:43+00:00,,Sampaguitas,closed,0
5378,2022-01-31 15:23:50+00:00,2022-05-30 06:14:20+00:00,,mahammad-sixberries,closed,0
5375,2022-01-28 13:35:58+00:00,2023-09-16 18:45:09+00:00,,PetrosyanTigran,closed,0
5373,2022-01-27 18:40:47+00:00,2023-05-19 08:15:41+00:00,,ArjixWasTaken,closed,1
5368,2022-01-25 11:09:57+00:00,2023-09-16 18:45:08+00:00,,lixuanxian,closed,0
5366,2022-01-25 05:53:52+00:00,2022-01-25 06:52:48+00:00,,lixuanxian,closed,0
5353,2022-01-10 18:11:17+00:00,2023-09-16 18:45:08+00:00,,MrAndrewMal,closed,0
5352,2022-01-07 11:39:05+00:00,2022-06-09 03:31:59+00:00,,5alidshammout,closed,0
5348,2021-12-31 18:19:14+00:00,2023-09-16 18:45:07+00:00,,jedwards1211,closed,0
5343,2021-12-25 00:00:24+00:00,2023-07-30 19:44:01+00:00,,leirons,closed,0
5342,2021-12-24 18:59:09+00:00,2023-09-16 18:45:07+00:00,,arhemd,closed,0
5340,2021-12-18 14:34:17+00:00,2021-12-18 14:36:10+00:00,,omidshafai,closed,0
5336,2021-12-10 13:36:29+00:00,2023-09-16 18:45:06+00:00,,Lukazovic,closed,0
5334,2021-12-09 12:06:30+00:00,2022-02-26 13:38:13+00:00,,mohamadaminkarami,closed,0
5333,2021-12-09 12:04:17+00:00,2022-02-26 13:38:12+00:00,,mohamadaminkarami,closed,0
5332,2021-12-09 11:21:14+00:00,2021-12-09 12:02:40+00:00,,mohamadaminkarami,closed,0
5328,2021-12-03 13:23:35+00:00,2022-11-08 00:41:53+00:00,,carlosdanielpohlod,closed,0
5327,2021-12-02 18:47:45+00:00,2023-09-16 18:45:06+00:00,,ndrewtl,closed,7
5319,2021-11-24 05:40:14+00:00,2023-09-16 18:45:05+00:00,,gondolin24,closed,1
5317,2021-11-22 17:03:15+00:00,2023-09-16 18:45:05+00:00,,damianbeles,closed,0
5314,2021-11-19 12:06:31+00:00,2021-12-15 03:36:05+00:00,,kouchao,closed,0
5313,2021-11-18 12:28:23+00:00,2023-09-16 18:45:04+00:00,,vkiranmaniya,closed,1
5312,2021-11-17 14:35:33+00:00,2023-09-16 18:45:04+00:00,,awakelife93,closed,0
5308,2021-11-14 11:43:12+00:00,2023-09-16 18:45:03+00:00,,Yatin-kathuria,closed,0
5307,2021-11-14 11:28:22+00:00,2023-09-16 18:45:03+00:00,,Yatin-kathuria,closed,0
5303,2021-11-10 20:50:48+00:00,2023-09-16 18:45:02+00:00,,eric-wood,closed,0
5297,2021-11-04 08:53:34+00:00,2021-11-04 09:02:48+00:00,,kumartul,closed,0
5292,2021-10-31 17:53:14+00:00,2023-09-16 18:45:02+00:00,,leifjones,closed,0
5291,2021-10-31 17:48:57+00:00,2023-09-16 18:45:01+00:00,,leifjones,closed,0
5278,2021-10-12 14:04:43+00:00,2023-09-16 18:45:01+00:00,,dzfCoder,closed,1
5265,2021-10-02 18:26:23+00:00,2021-10-26 02:04:01+00:00,,ballonura,closed,0
5250,2021-09-13 08:30:53+00:00,2023-09-16 18:45:00+00:00,,iotcubedev,closed,0
5249,2021-09-12 13:24:09+00:00,2023-09-16 18:45:00+00:00,,imadx,closed,1
5244,2021-08-27 07:43:08+00:00,2023-09-16 18:45:48+00:00,,eitanwass,closed,0
5243,2021-08-26 21:09:40+00:00,2023-09-16 18:45:47+00:00,,AlexHalbesleben,closed,3
5241,2021-08-24 21:04:20+00:00,2023-09-16 18:45:47+00:00,,behnammodi,closed,6
5240,2021-08-23 16:20:59+00:00,2021-08-23 16:46:59+00:00,,qiudaoermu,closed,0
5237,2021-08-18 19:58:39+00:00,2023-09-16 18:45:46+00:00,,mehmeTuna,closed,0
5236,2021-08-16 10:36:51+00:00,2022-07-29 16:32:15+00:00,,qiudaoermu,closed,0
5235,2021-08-16 10:35:40+00:00,2021-08-16 10:36:24+00:00,,qiudaoermu,closed,0
5234,2021-08-16 10:10:31+00:00,2021-08-16 10:22:06+00:00,,qiudaoermu,closed,0
5233,2021-08-16 09:12:38+00:00,2021-08-29 17:30:24+00:00,,qiudaoermu,closed,0
5229,2021-08-11 04:07:39+00:00,2023-09-16 18:45:46+00:00,,canscaw28,closed,3
5228,2021-08-07 16:49:54+00:00,2023-09-16 18:45:45+00:00,,spencer17x,closed,2
5213,2021-07-11 14:22:17+00:00,2023-09-16 18:45:45+00:00,,mwri,closed,0
5208,2021-07-02 18:42:02+00:00,2023-09-16 18:45:44+00:00,,mikoloism,closed,3
5207,2021-07-02 02:02:54+00:00,2023-09-16 18:45:44+00:00,,msftenhanceprovenance,closed,1
5198,2021-06-24 03:06:07+00:00,2022-08-05 18:49:42+00:00,,kaushik-rishi,closed,0
5194,2021-06-20 15:10:24+00:00,2023-06-24 23:03:32+00:00,,porziopablo,closed,3
5192,2021-06-17 05:16:41+00:00,2023-09-16 18:45:43+00:00,,venkateshsundaram,closed,2
5182,2021-06-06 20:22:25+00:00,2023-09-16 18:45:43+00:00,,electromeow,closed,0
5181,2021-06-06 16:45:19+00:00,2023-09-16 18:45:42+00:00,,shreyansh3010,closed,1
5180,2021-06-06 02:34:50+00:00,2023-09-16 18:45:42+00:00,,Zaynex,closed,0
5178,2021-05-30 09:59:13+00:00,2023-09-16 18:45:41+00:00,,Zaynex,closed,0
5175,2021-05-28 03:18:17+00:00,2023-09-16 18:45:41+00:00,,SuperHuangXu,closed,0
5174,2021-05-27 05:26:53+00:00,2023-09-16 18:45:40+00:00,,sangharsh1008,closed,2
5164,2021-05-14 16:52:51+00:00,2023-09-16 18:45:40+00:00,,fupengl,closed,0
5159,2021-05-10 01:27:19+00:00,2021-05-10 01:35:54+00:00,,nomyfan,closed,0
5156,2021-05-06 20:48:10+00:00,2023-09-16 18:45:39+00:00,,ThePhilgrim,closed,0
5155,2021-05-06 15:32:05+00:00,2023-09-16 18:45:39+00:00,,Abdullah-V,closed,0
5153,2021-04-30 08:52:48+00:00,2023-09-16 18:45:38+00:00,,hodovani,closed,0
5141,2021-04-17 11:09:43+00:00,2021-10-12 06:58:48+00:00,,Tracer1337,closed,2
5140,2021-04-17 02:34:33+00:00,2021-04-23 17:18:47+00:00,2021-04-23 17:18:47+00:00,de-ar,closed,1
5132,2021-04-06 13:10:25+00:00,2021-04-23 17:21:49+00:00,,dellyoung,closed,1
5126,2021-03-22 20:26:01+00:00,2023-09-16 18:45:38+00:00,,DPS0340,closed,0
5119,2021-03-13 05:46:35+00:00,2023-09-16 18:45:37+00:00,,salehhamadeh,closed,0
5118,2021-03-12 14:47:28+00:00,2021-04-23 17:25:37+00:00,2021-04-23 17:25:37+00:00,jacob-lcs,closed,1
5116,2021-03-10 01:04:02+00:00,2022-09-10 23:27:53+00:00,,sciffany,closed,1
5102,2021-02-26 18:06:28+00:00,2023-09-16 18:45:37+00:00,,huyennbl,closed,0
5094,2021-02-20 18:48:58+00:00,2021-02-20 18:53:27+00:00,,HonkingGoose,closed,1
5085,2021-02-17 11:45:15+00:00,2021-02-20 09:21:01+00:00,,stof,closed,15
5082,2021-02-15 16:54:31+00:00,2023-09-16 18:45:36+00:00,,myckhel,closed,0
5076,2021-02-11 00:03:23+00:00,2023-03-14 22:35:47+00:00,,ygorbunkov,closed,0
5075,2021-02-10 22:54:37+00:00,2023-03-14 22:36:39+00:00,,ygorbunkov,closed,2
5071,2021-02-02 09:14:50+00:00,2023-09-16 18:45:36+00:00,,matinFT,closed,0
5070,2021-02-02 08:39:52+00:00,2021-02-02 08:42:53+00:00,,matinFT,closed,0
5067,2021-01-27 14:25:45+00:00,2023-01-27 11:44:47+00:00,,KnisterPeter,closed,0
5065,2021-01-26 22:27:35+00:00,2021-02-20 09:20:31+00:00,,falsyvalues,closed,1
5062,2021-01-20 16:40:16+00:00,2023-09-16 18:46:08+00:00,,tanrax,closed,0
5059,2021-01-17 08:45:26+00:00,2023-09-16 18:46:07+00:00,,MrHanson,closed,0
5058,2021-01-16 10:56:27+00:00,2023-09-16 18:46:07+00:00,,hodovani,closed,2
5057,2021-01-15 19:19:57+00:00,2023-09-16 18:46:06+00:00,,ajomuch92,closed,0
5055,2021-01-15 18:45:57+00:00,2023-09-16 18:46:06+00:00,,tanrax,closed,0
5050,2021-01-07 19:51:21+00:00,2023-09-16 18:46:05+00:00,,hosseinmd,closed,0
5049,2021-01-07 09:43:48+00:00,2023-09-16 18:46:05+00:00,,changchangge,closed,0
5047,2021-01-05 12:59:30+00:00,2023-09-16 18:46:04+00:00,,Apersant1,closed,1
5039,2020-12-22 16:28:05+00:00,2023-09-16 18:46:04+00:00,,felipecrs,closed,5
5037,2020-12-22 15:37:33+00:00,2020-12-22 16:07:20+00:00,,felipecrs,closed,2
5035,2020-12-21 20:19:30+00:00,2023-09-16 18:46:03+00:00,,Mobinapournemat,closed,0
5034,2020-12-21 19:51:12+00:00,2023-09-16 18:46:03+00:00,,Mobinapournemat,closed,0
5030,2020-12-20 21:31:40+00:00,2022-07-02 10:29:58+00:00,,JimiPedros,closed,0
5029,2020-12-20 13:14:49+00:00,2023-09-16 18:46:02+00:00,,mohammadrezaabdi,closed,0
5028,2020-12-20 12:10:08+00:00,2023-09-16 18:46:01+00:00,,mohammadrezaabdi,closed,0
5027,2020-12-20 07:45:32+00:00,2020-12-21 13:35:05+00:00,,ArshiAAkhavan,closed,2
5026,2020-12-20 05:30:48+00:00,2023-09-16 18:46:01+00:00,,ArshiAAkhavan,closed,0
5025,2020-12-20 05:21:10+00:00,2020-12-20 05:28:12+00:00,,ArshiAAkhavan,closed,0
5024,2020-12-19 22:32:26+00:00,2020-12-21 11:25:50+00:00,,baharkhd,closed,1
5023,2020-12-19 20:47:01+00:00,2023-09-16 18:46:00+00:00,,baharkhd,closed,0
5021,2020-12-18 22:32:10+00:00,2020-12-18 22:32:19+00:00,,kellyp,closed,0
5020,2020-12-18 10:26:36+00:00,2020-12-21 14:21:24+00:00,,ArmanZarei,closed,1
5019,2020-12-18 10:09:01+00:00,2023-09-16 18:46:00+00:00,,ArmanZarei,closed,0
5018,2020-12-17 17:43:13+00:00,2020-12-20 15:44:14+00:00,,ahmadsalimi,closed,1
5016,2020-12-17 17:00:34+00:00,2023-09-16 18:45:59+00:00,,ahmadsalimi,closed,0
5015,2020-12-17 16:20:12+00:00,2020-12-20 11:10:38+00:00,,SepehrAsh,closed,1
5014,2020-12-17 14:31:18+00:00,2023-09-16 18:45:59+00:00,,ashkanlarni,closed,0
5013,2020-12-17 02:45:14+00:00,2020-12-21 14:24:30+00:00,,aminwangaa,closed,1
5008,2020-12-11 20:04:44+00:00,2020-12-20 06:58:03+00:00,2020-12-20 06:58:03+00:00,csojinb,closed,1
5004,2020-12-03 20:17:23+00:00,2020-12-20 16:20:07+00:00,,behnammodi,closed,2
5003,2020-12-03 12:08:59+00:00,2023-09-16 18:45:58+00:00,,anseal,closed,0
5002,2020-12-03 11:36:52+00:00,2023-09-16 18:45:58+00:00,,anseal,closed,0
5000,2020-12-03 08:22:25+00:00,2023-09-16 18:45:57+00:00,,anseal,closed,0
4999,2020-12-03 08:15:21+00:00,2023-09-16 18:45:57+00:00,,anseal,closed,0
4992,2020-11-29 14:34:34+00:00,2020-11-29 14:36:35+00:00,,gitlep1,closed,0
4991,2020-11-28 22:35:44+00:00,2023-09-16 18:45:56+00:00,,aliash98,closed,0
4990,2020-11-28 18:47:05+00:00,2023-01-01 22:08:27+00:00,,KHNQ,closed,1
4987,2020-11-26 04:55:41+00:00,2023-09-16 18:45:56+00:00,,lzj822,closed,0
4986,2020-11-25 06:35:36+00:00,2020-11-26 04:45:34+00:00,,lzj822,closed,1
4984,2020-11-23 16:58:15+00:00,2023-09-16 18:45:55+00:00,,jorgecasar,closed,0
4982,2020-11-20 07:01:25+00:00,2023-09-16 18:46:26+00:00,,jeeeez,closed,0
4981,2020-11-20 06:51:11+00:00,2020-11-20 06:58:41+00:00,,jeeeez,closed,0
4980,2020-11-19 07:03:52+00:00,2020-11-20 06:49:54+00:00,,jeeeez,closed,0
4978,2020-11-16 17:07:11+00:00,2023-09-16 18:46:25+00:00,,chrisvxd,closed,0
4972,2020-11-05 19:16:36+00:00,2020-12-20 15:51:56+00:00,,opichals,closed,6
4961,2020-10-22 05:44:16+00:00,2023-09-16 18:46:25+00:00,,georgezouq,closed,0
4960,2020-10-21 11:57:02+00:00,2020-12-20 15:45:33+00:00,,jingchaocheng,closed,3
4952,2020-10-10 03:01:13+00:00,2021-09-25 01:47:42+00:00,,OrekiSH,closed,1
4951,2020-10-08 21:59:08+00:00,2021-03-23 23:56:58+00:00,,olivermrose,closed,1
4950,2020-10-07 18:32:28+00:00,2020-10-28 20:50:23+00:00,,moulik-deepsource,closed,2
4949,2020-10-05 16:35:07+00:00,2020-12-21 13:33:05+00:00,,iipanda,closed,2
4947,2020-10-02 21:33:41+00:00,2020-12-20 15:52:53+00:00,,nerdkid93,closed,2
4944,2020-09-30 22:50:42+00:00,2020-12-21 14:26:32+00:00,,ajomuch92,closed,2
4938,2020-09-23 09:06:48+00:00,2022-04-30 19:59:07+00:00,,xettri,closed,1
4935,2020-09-19 23:09:21+00:00,2020-12-20 05:42:27+00:00,,umairx97,closed,1
4928,2020-09-13 11:17:39+00:00,2020-10-06 12:22:41+00:00,,abhinav-sachdeva,closed,3
4920,2020-09-07 19:18:33+00:00,2020-09-07 19:19:02+00:00,,jackson5cc,closed,1
4912,2020-08-29 11:19:57+00:00,2023-09-16 18:46:24+00:00,,theguriev,closed,7
4911,2020-08-27 15:52:09+00:00,2020-12-20 15:50:11+00:00,,jiyeol-lee,closed,2
4905,2020-08-18 08:38:01+00:00,2022-11-04 09:36:42+00:00,,matthieusieben,closed,1
4903,2020-08-18 00:59:56+00:00,2020-12-20 06:54:40+00:00,,gondolin24,closed,3
4894,2020-08-09 17:39:10+00:00,2023-09-16 18:46:24+00:00,,davidanitoiu,closed,0
4893,2020-08-09 17:09:20+00:00,2020-08-09 17:19:33+00:00,,davidanitoiu,closed,1
4889,2020-08-07 14:41:49+00:00,2023-09-16 18:46:23+00:00,,dopecodez,closed,3
4883,2020-08-04 04:59:33+00:00,2020-08-31 01:25:02+00:00,,LarryBattle,closed,1
4871,2020-07-22 07:59:43+00:00,2020-07-27 05:18:45+00:00,,VigneshMurugan,closed,1
4864,2020-07-17 01:35:14+00:00,2020-08-13 17:02:55+00:00,,lfamorim,closed,6
4862,2020-07-16 10:33:46+00:00,2023-07-11 16:46:28+00:00,,mjubair,closed,3
4839,2020-07-04 15:09:16+00:00,2023-09-16 18:46:23+00:00,,RillingDev,closed,0
4835,2020-07-01 16:07:19+00:00,2020-07-26 10:43:45+00:00,,whiteand,closed,2
4834,2020-07-01 06:04:18+00:00,2023-09-16 18:46:22+00:00,,shacharbuda,closed,0
4829,2020-06-23 09:42:38+00:00,2020-10-28 20:24:25+00:00,2020-10-28 20:24:25+00:00,thxiami,closed,2
4828,2020-06-21 15:36:14+00:00,2020-06-21 15:36:48+00:00,,shayaneumar-mitel,closed,2
4826,2020-06-20 07:02:24+00:00,2020-12-20 06:51:48+00:00,,xiaoxiangmoe,closed,4
4824,2020-06-19 10:35:19+00:00,2020-12-21 04:40:53+00:00,,gagyibenedek,closed,5
4816,2020-06-14 23:27:17+00:00,2023-09-16 18:46:22+00:00,,jalalazimi,closed,0
4814,2020-06-13 16:13:26+00:00,2023-09-16 18:46:22+00:00,,fab1o,closed,0
4813,2020-06-13 14:28:25+00:00,2020-12-21 11:07:37+00:00,,denfedweb,closed,1
4812,2020-06-12 03:48:24+00:00,2023-09-16 18:46:21+00:00,,zzx2,closed,1
4808,2020-06-09 12:44:33+00:00,2023-09-16 18:46:21+00:00,,sirasistant,closed,3
4804,2020-06-04 22:23:30+00:00,2020-10-19 14:57:50+00:00,,hoop71,closed,1
4801,2020-06-03 08:46:48+00:00,2020-12-21 14:29:04+00:00,,andy0937,closed,2
4799,2020-06-03 07:28:51+00:00,2020-06-03 07:29:11+00:00,,nehbha,closed,1
4790,2020-05-25 15:45:16+00:00,2023-09-16 18:46:20+00:00,,eran-nussbaum,closed,0
4788,2020-05-25 10:27:40+00:00,2023-09-16 18:46:20+00:00,,Terry-Su,closed,4
4787,2020-05-23 08:41:34+00:00,2020-05-23 08:43:22+00:00,,deleonio,closed,1
4779,2020-05-14 11:16:29+00:00,2020-05-21 08:14:55+00:00,,xgqfrms,closed,1
4770,2020-05-11 07:01:44+00:00,2020-05-12 20:05:07+00:00,,ghost,closed,0
4761,2020-05-08 20:35:25+00:00,2023-09-16 18:46:19+00:00,,dsiah,closed,2
4759,2020-05-07 16:46:50+00:00,2020-07-02 21:47:50+00:00,2020-07-02 21:47:50+00:00,JackuB,closed,2
4756,2020-05-06 17:36:22+00:00,2020-05-14 10:52:38+00:00,,xgqfrms,closed,4
4745,2020-04-30 02:59:19+00:00,2020-07-02 21:51:29+00:00,,nickrobson,closed,1
4741,2020-04-29 03:07:39+00:00,2020-05-05 20:03:06+00:00,2020-05-05 20:03:06+00:00,dwesty17,closed,4
4740,2020-04-28 17:13:06+00:00,2020-05-04 06:58:42+00:00,,itxtoledo,closed,2
4739,2020-04-27 03:33:46+00:00,2020-05-05 20:54:25+00:00,2020-05-05 20:54:25+00:00,Keith-CY,closed,1
4737,2020-04-26 14:51:52+00:00,2020-05-06 08:42:50+00:00,2020-05-06 08:42:50+00:00,Keith-CY,closed,1
4731,2020-04-21 22:24:58+00:00,2020-05-04 07:26:20+00:00,,ELBEQQAL94,closed,1
4729,2020-04-19 13:20:16+00:00,2023-09-16 18:46:19+00:00,,darshithedpara,closed,1
4728,2020-04-18 20:45:20+00:00,2020-05-05 20:18:28+00:00,,shaneu,closed,1
4719,2020-04-07 10:41:07+00:00,2020-05-05 20:45:24+00:00,,corvid19,closed,2
4718,2020-04-06 06:15:26+00:00,2020-05-05 20:42:39+00:00,,czabaj,closed,1
4717,2020-04-05 09:42:59+00:00,2023-09-16 18:46:18+00:00,,RillingDev,closed,1
4716,2020-04-04 13:56:44+00:00,2020-07-06 09:26:30+00:00,,juzhiyuan,closed,5
4715,2020-04-04 00:48:32+00:00,2020-10-04 18:37:01+00:00,,circa10a,closed,0
4714,2020-04-03 16:05:13+00:00,2020-04-06 09:33:08+00:00,,ghost,closed,1
4713,2020-04-02 22:24:12+00:00,2020-04-02 22:26:44+00:00,,ghost,closed,1
4705,2020-03-27 13:02:57+00:00,2023-09-16 18:46:18+00:00,,HeftyKoo,closed,0
4702,2020-03-24 06:26:43+00:00,2020-11-17 11:14:34+00:00,,shyr1punk,closed,1
4695,2020-03-15 02:13:11+00:00,2020-03-24 12:19:33+00:00,,rkuykendall,closed,1
4694,2020-03-14 17:36:32+00:00,2020-12-21 14:29:30+00:00,,vyrnix9582046173,closed,2
4691,2020-03-12 08:12:06+00:00,2020-03-12 14:34:37+00:00,,cr-ron-balter,closed,1
4690,2020-03-11 10:21:52+00:00,2020-03-12 15:03:02+00:00,,eykrehbein,closed,1
4689,2020-03-11 04:36:55+00:00,2023-09-16 18:46:17+00:00,,aashutoshrathi,closed,2
4686,2020-03-08 16:03:06+00:00,2020-05-05 20:38:58+00:00,,9kartik,closed,2
4685,2020-03-08 15:41:35+00:00,2023-09-16 18:46:17+00:00,,HeftyKoo,closed,0
4681,2020-02-28 14:44:35+00:00,2020-06-04 05:35:28+00:00,2020-06-04 05:35:28+00:00,fs-projects,closed,4
4680,2020-02-28 14:08:52+00:00,2020-03-02 10:21:02+00:00,,sulhadin,closed,2
4679,2020-02-27 18:06:46+00:00,2020-02-28 03:58:34+00:00,,darshithedpara,closed,1
4676,2020-02-25 15:01:03+00:00,2023-09-16 18:46:16+00:00,,fubd,closed,1
4671,2020-02-22 16:12:35+00:00,2023-09-16 18:46:16+00:00,,Richienb,closed,0
4669,2020-02-21 10:32:45+00:00,2023-09-16 18:46:15+00:00,,falsyvalues,closed,0
4666,2020-02-19 06:05:04+00:00,2020-12-20 06:57:03+00:00,,Sharron4me,closed,2
4665,2020-02-18 17:29:06+00:00,2020-02-19 11:17:32+00:00,,HarishRMaryada,closed,2
4659,2020-02-16 13:32:42+00:00,2023-09-16 18:46:15+00:00,,HeftyKoo,closed,0
4658,2020-02-15 17:44:20+00:00,2023-09-16 18:46:14+00:00,,HeftyKoo,closed,1
4657,2020-02-14 21:48:32+00:00,2023-09-16 18:46:37+00:00,,falsyvalues,closed,1
4656,2020-02-14 21:33:45+00:00,2023-09-16 18:46:37+00:00,,falsyvalues,closed,2
4655,2020-02-13 17:40:26+00:00,2023-01-04 03:44:07+00:00,,tanrax,closed,1
4652,2020-02-12 22:12:16+00:00,2020-02-13 17:33:32+00:00,,tanrax,closed,0
4639,2020-02-03 13:32:25+00:00,2020-02-03 15:42:33+00:00,,Ghost---Shadow,closed,2
4630,2020-01-17 20:34:35+00:00,2020-02-04 15:21:52+00:00,,sauzy34,closed,2
4629,2020-01-15 19:04:05+00:00,2020-02-04 15:25:29+00:00,,eladFrizi,closed,2
4627,2020-01-10 19:15:53+00:00,2020-01-10 21:29:52+00:00,2020-01-10 21:29:52+00:00,joeattardi,closed,1
4626,2020-01-09 22:34:36+00:00,2020-02-04 15:29:50+00:00,,douglasbarbosadelima,closed,2
4625,2020-01-09 00:19:15+00:00,2023-09-16 18:46:36+00:00,,blikblum,closed,0
4624,2020-01-09 00:04:13+00:00,2023-09-16 18:46:36+00:00,,blikblum,closed,0
4623,2020-01-08 23:40:44+00:00,2020-02-05 08:17:17+00:00,2020-02-05 08:17:17+00:00,gwwar,closed,2
4622,2020-01-08 20:50:09+00:00,2023-09-16 18:46:35+00:00,,blikblum,closed,1
4621,2020-01-08 20:48:57+00:00,2023-09-16 18:46:35+00:00,,blikblum,closed,0
4620,2020-01-08 20:48:01+00:00,2023-09-16 18:46:34+00:00,,blikblum,closed,0
4619,2020-01-08 20:47:10+00:00,2020-01-22 21:07:55+00:00,2020-01-22 21:07:55+00:00,blikblum,closed,1
4618,2020-01-08 20:46:02+00:00,2020-01-08 21:43:04+00:00,2020-01-08 21:43:04+00:00,blikblum,closed,1
4616,2020-01-08 14:04:51+00:00,2020-01-13 21:59:47+00:00,,omkar-joshi,closed,1
4614,2020-01-07 07:19:15+00:00,2020-01-28 16:03:49+00:00,,imechemi,closed,2
4605,2020-01-03 09:42:28+00:00,2020-12-21 13:39:58+00:00,,daemonchen,closed,2
4595,2019-12-18 18:42:03+00:00,2019-12-20 12:20:39+00:00,,imChiragSuthar,closed,3
4589,2019-12-12 11:50:02+00:00,2019-12-16 21:42:22+00:00,,lokhaeri,closed,4
4587,2019-12-11 18:16:04+00:00,2023-09-16 18:46:34+00:00,,ryanmtaylor,closed,4
4581,2019-12-08 17:29:02+00:00,2019-12-09 11:18:02+00:00,,divyanshu-rawat,closed,2
4580,2019-12-08 14:30:44+00:00,2019-12-16 21:47:18+00:00,,divyanshu-rawat,closed,2
4578,2019-12-07 06:04:14+00:00,2019-12-16 21:43:56+00:00,,Kevin6000,closed,2
4574,2019-12-04 13:01:52+00:00,2019-12-16 11:58:01+00:00,,stefansurkamp,closed,2
4573,2019-12-04 12:37:25+00:00,2019-12-17 04:47:22+00:00,,lingxiaoguang,closed,3
4567,2019-11-30 16:53:54+00:00,2023-01-04 03:43:23+00:00,,ZimGil,closed,3
4557,2019-11-20 09:23:19+00:00,2019-11-27 05:22:16+00:00,,RajuPedda,closed,1
4555,2019-11-19 20:04:26+00:00,2019-11-19 21:35:48+00:00,2019-11-19 21:35:48+00:00,RajuPedda,closed,1
4554,2019-11-19 18:59:03+00:00,2019-11-21 18:32:26+00:00,,RajuPedda,closed,2
4553,2019-11-19 15:55:16+00:00,2019-11-19 18:17:11+00:00,,RajuPedda,closed,1
4551,2019-11-19 08:33:30+00:00,2019-11-19 15:02:22+00:00,,RajuPedda,closed,1
