number,created_at,closed_at,merged_at,user,state,comments
3548,2024-11-01 16:40:35+00:00,2024-11-01 16:42:58+00:00,2024-11-01 16:42:58+00:00,willmcgugan,closed,1
3546,2024-10-31 15:48:50+00:00,2024-11-01 15:31:31+00:00,2024-11-01 15:31:31+00:00,willmcgugan,closed,4
3535,2024-10-22 14:45:17+00:00,2024-10-22 15:34:56+00:00,2024-10-22 15:34:56+00:00,willmcgugan,closed,2
3534,2024-10-22 14:44:01+00:00,2024-10-22 14:52:26+00:00,,TomJGooding,closed,2
3533,2024-10-22 10:43:06+00:00,,,NichtJens,open,1
3530,2024-10-14 13:07:42+00:00,,,dependabot[bot],open,0
3528,2024-10-11 13:04:09+00:00,2024-10-14 13:07:45+00:00,,dependabot[bot],closed,1
3524,2024-10-08 12:43:50+00:00,,,DinhHuy2010,open,0
3521,2024-10-04 11:45:26+00:00,2024-10-04 11:49:13+00:00,2024-10-04 11:49:13+00:00,willmcgugan,closed,1
3519,2024-10-03 15:36:47+00:00,2024-10-04 09:40:38+00:00,2024-10-04 09:40:38+00:00,TomJGooding,closed,1
3518,2024-10-03 15:10:54+00:00,2024-10-04 09:40:50+00:00,2024-10-04 09:40:50+00:00,TomJGooding,closed,1
3516,2024-10-01 14:01:30+00:00,2024-12-02 16:01:56+00:00,,dependabot[bot],closed,1
3515,2024-10-01 14:01:04+00:00,,,dependabot[bot],open,0
3514,2024-10-01 13:35:42+00:00,2024-10-04 11:46:29+00:00,2024-10-04 11:46:29+00:00,mdmintz,closed,2
3513,2024-10-01 13:33:01+00:00,2024-10-01 13:35:49+00:00,2024-10-01 13:35:49+00:00,willmcgugan,closed,1
3512,2024-10-01 13:30:15+00:00,2024-10-01 13:34:49+00:00,,kajinamit,closed,1
3510,2024-10-01 12:09:27+00:00,,,dependabot[bot],open,0
3509,2024-09-30 18:49:33+00:00,2024-10-01 12:08:20+00:00,2024-10-01 12:08:20+00:00,willmcgugan,closed,1
3506,2024-09-28 19:19:50+00:00,2024-09-28 19:39:32+00:00,2024-09-28 19:39:32+00:00,willmcgugan,closed,1
3504,2024-09-27 10:53:38+00:00,2025-03-17 06:33:31+00:00,,sizhky,closed,0
3495,2024-09-17 09:35:47+00:00,,,cattanimarco,open,0
3488,2024-09-11 13:43:26+00:00,2024-10-11 13:04:12+00:00,,dependabot[bot],closed,1
3487,2024-09-11 13:43:18+00:00,,,dependabot[bot],open,0
3486,2024-09-10 15:22:23+00:00,2024-09-11 10:29:27+00:00,2024-09-11 10:29:27+00:00,willmcgugan,closed,1
3485,2024-09-10 12:46:58+00:00,2024-09-10 12:51:27+00:00,2024-09-10 12:51:27+00:00,willmcgugan,closed,1
3481,2024-09-08 12:35:36+00:00,2024-09-09 18:57:02+00:00,2024-09-09 18:57:01+00:00,hugovk,closed,2
3480,2024-09-06 09:32:22+00:00,2024-09-06 09:56:57+00:00,2024-09-06 09:56:57+00:00,willmcgugan,closed,1
3476,2024-08-29 04:21:51+00:00,2024-09-03 18:23:49+00:00,,nathanscain,closed,2
3474,2024-08-27 09:50:32+00:00,,,einsmein,open,0
3473,2024-08-26 16:05:32+00:00,2024-08-26 16:11:40+00:00,2024-08-26 16:11:40+00:00,willmcgugan,closed,1
3472,2024-08-26 15:59:40+00:00,2024-08-26 16:01:31+00:00,2024-08-26 16:01:31+00:00,willmcgugan,closed,1
3471,2024-08-26 15:12:38+00:00,2024-08-26 15:14:23+00:00,2024-08-26 15:14:23+00:00,willmcgugan,closed,1
3470,2024-08-26 14:45:39+00:00,2024-08-26 14:56:50+00:00,2024-08-26 14:56:49+00:00,willmcgugan,closed,2
3469,2024-08-26 14:09:37+00:00,2024-08-26 14:22:19+00:00,2024-08-26 14:22:19+00:00,willmcgugan,closed,1
3468,2024-08-26 12:34:21+00:00,2024-08-26 13:28:30+00:00,2024-08-26 13:28:30+00:00,willmcgugan,closed,1
3467,2024-08-26 09:48:59+00:00,2024-08-26 10:20:48+00:00,2024-08-26 10:20:48+00:00,willmcgugan,closed,1
3462,2024-08-20 14:10:34+00:00,2024-09-30 14:19:40+00:00,,patrick91,closed,2
3457,2024-08-18 19:48:14+00:00,,,dominik-schwabe,open,0
3455,2024-08-16 17:48:35+00:00,2024-08-26 15:48:11+00:00,2024-08-26 15:48:11+00:00,jjhelmus,closed,2
3454,2024-08-15 16:22:06+00:00,2024-08-26 15:48:31+00:00,2024-08-26 15:48:31+00:00,subrat-lima,closed,1
3452,2024-08-15 05:15:01+00:00,2024-08-26 15:40:48+00:00,2024-08-26 15:40:48+00:00,sbraz,closed,1
3450,2024-08-13 13:13:26+00:00,2024-09-10 14:07:07+00:00,2024-09-10 14:07:07+00:00,dependabot[bot],closed,0
3444,2024-08-03 21:47:43+00:00,2024-08-26 15:36:39+00:00,,novanexu,closed,1
3442,2024-08-02 13:50:16+00:00,,,dependabot[bot],open,0
3439,2024-07-29 13:58:55+00:00,2024-09-10 14:06:41+00:00,2024-09-10 14:06:41+00:00,dependabot[bot],closed,0
3429,2024-07-15 17:00:51+00:00,,,AndreasBackx,open,3
3426,2024-07-12 17:46:47+00:00,2024-07-26 15:59:54+00:00,,noahbkim,closed,5
3425,2024-07-11 22:32:39+00:00,,,oppZ,open,0
3421,2024-07-10 10:34:48+00:00,2024-07-26 09:13:57+00:00,2024-07-26 09:13:57+00:00,TomJGooding,closed,2
3420,2024-07-10 10:19:53+00:00,2024-08-26 09:22:47+00:00,2024-08-26 09:22:47+00:00,TomJGooding,closed,1
3418,2024-07-06 23:34:15+00:00,2024-08-26 16:02:20+00:00,,CollinHeist,closed,3
3415,2024-07-06 18:21:39+00:00,,,IoannisP-ITENG,open,2
3414,2024-07-02 23:08:53+00:00,2024-07-04 13:26:07+00:00,2024-07-04 13:26:07+00:00,gy-mate,closed,1
3413,2024-07-02 14:34:01+00:00,2024-09-30 14:36:42+00:00,2024-09-30 14:36:42+00:00,lewis-yeung,closed,1
3411,2024-07-02 13:16:04+00:00,2024-10-01 14:01:32+00:00,,dependabot[bot],closed,1
3410,2024-07-02 13:15:42+00:00,,,dependabot[bot],open,0
3409,2024-07-02 13:15:08+00:00,2024-07-29 13:58:58+00:00,,dependabot[bot],closed,1
3408,2024-07-02 13:15:04+00:00,,,dependabot[bot],open,0
3407,2024-07-02 13:14:42+00:00,2024-08-13 13:13:29+00:00,,dependabot[bot],closed,1
3405,2024-07-01 13:10:18+00:00,2024-07-01 20:52:26+00:00,2024-07-01 20:52:26+00:00,dependabot[bot],closed,0
3404,2024-07-01 13:09:28+00:00,2024-07-01 20:51:35+00:00,2024-07-01 20:51:35+00:00,dependabot[bot],closed,0
3403,2024-07-01 13:09:19+00:00,2024-07-01 20:51:15+00:00,2024-07-01 20:51:15+00:00,dependabot[bot],closed,0
3402,2024-07-01 12:36:10+00:00,2024-07-01 12:38:46+00:00,2024-07-01 12:38:46+00:00,willmcgugan,closed,0
3401,2024-07-01 10:39:03+00:00,2024-07-01 10:41:35+00:00,2024-07-01 10:41:35+00:00,willmcgugan,closed,1
3399,2024-06-30 00:10:53+00:00,2024-07-01 09:37:35+00:00,2024-07-01 09:37:35+00:00,JPHutchins,closed,1
3396,2024-06-25 09:00:50+00:00,2024-07-01 20:50:40+00:00,,Akulen,closed,2
3394,2024-06-20 16:14:27+00:00,2024-07-01 20:48:49+00:00,,danijar,closed,2
3389,2024-06-17 14:04:41+00:00,2024-09-29 12:05:05+00:00,,Gothingbop,closed,2
3380,2024-06-12 15:21:42+00:00,2024-06-12 15:25:19+00:00,,wilfried-huss,closed,0
3378,2024-06-11 10:43:06+00:00,2024-07-01 20:40:16+00:00,2024-07-01 20:40:16+00:00,jdvanwijk,closed,1
3359,2024-05-14 13:44:04+00:00,2024-09-30 14:18:34+00:00,2024-09-30 14:18:33+00:00,KaiSforza,closed,1
3351,2024-05-01 14:01:07+00:00,2024-05-01 14:24:51+00:00,2024-05-01 14:24:50+00:00,ofek,closed,2
3350,2024-05-01 13:21:07+00:00,2024-05-01 13:57:08+00:00,2024-05-01 13:57:08+00:00,ofek,closed,0
3347,2024-04-27 18:30:26+00:00,2024-09-30 14:39:42+00:00,2024-09-30 14:39:42+00:00,PyWoody,closed,4
3343,2024-04-22 15:26:15+00:00,2024-04-22 15:33:17+00:00,,HellSAS,closed,0
3342,2024-04-22 04:13:47+00:00,2024-07-01 20:33:57+00:00,,JaydenDownes,closed,1
3338,2024-04-18 12:55:14+00:00,2024-07-01 20:32:20+00:00,,bvolkmer,closed,1
3336,2024-04-17 12:58:17+00:00,2024-07-01 20:30:36+00:00,,vladsavelyev,closed,3
3333,2024-04-16 15:01:22+00:00,2024-04-16 15:08:25+00:00,2024-04-16 15:08:25+00:00,abesto,closed,0
3332,2024-04-15 23:48:37+00:00,2024-09-30 14:16:44+00:00,2024-09-30 14:16:44+00:00,chthollyphile,closed,4
3329,2024-04-12 20:20:44+00:00,,,NickCrews,open,5
3325,2024-04-07 19:32:37+00:00,,,pradyunsg,open,5
3324,2024-04-07 19:09:31+00:00,2024-07-01 20:16:05+00:00,2024-07-01 20:16:05+00:00,pradyunsg,closed,0
3315,2024-03-27 19:10:29+00:00,2024-03-27 19:18:38+00:00,,mahzabinrashid,closed,0
3314,2024-03-27 17:14:00+00:00,2024-03-27 17:14:21+00:00,,kirsten-wong,closed,0
3313,2024-03-27 14:36:26+00:00,2024-08-26 15:13:26+00:00,,Rhythmicc,closed,5
3312,2024-03-26 20:41:18+00:00,2024-03-26 20:41:42+00:00,,kirsten-wong,closed,0
3311,2024-03-26 10:16:14+00:00,2024-07-01 20:06:16+00:00,,bretello,closed,2
3308,2024-03-21 22:20:14+00:00,2024-03-21 22:22:21+00:00,,mahzabinrashid,closed,0
3307,2024-03-21 19:51:33+00:00,2024-03-21 19:53:20+00:00,,kirsten-wong,closed,0
3300,2024-03-07 17:46:41+00:00,2024-07-01 20:02:01+00:00,,rodrigogiraoserrao,closed,7
3296,2024-02-29 20:41:42+00:00,2024-07-01 20:00:14+00:00,2024-07-01 20:00:13+00:00,TomJGooding,closed,1
3294,2024-02-29 08:54:36+00:00,2024-07-01 19:56:55+00:00,,mateusz-wozny,closed,2
3293,2024-02-28 14:44:12+00:00,2024-02-28 14:51:32+00:00,2024-02-28 14:51:32+00:00,willmcgugan,closed,0
3292,2024-02-27 23:36:32+00:00,2024-02-27 23:37:41+00:00,,TerenceNg03,closed,0
3291,2024-02-27 19:29:40+00:00,2024-07-01 19:53:37+00:00,,ollisco,closed,1
3289,2024-02-26 18:33:28+00:00,2024-02-27 13:32:41+00:00,2024-02-27 13:32:41+00:00,rodrigogiraoserrao,closed,1
3288,2024-02-26 12:22:40+00:00,2024-07-01 19:52:38+00:00,,isidroas,closed,2
3278,2024-02-13 00:52:52+00:00,2024-07-01 19:44:43+00:00,2024-07-01 19:44:43+00:00,dosisod,closed,1
3276,2024-02-08 13:04:32+00:00,2024-02-29 14:02:23+00:00,2024-02-29 14:02:23+00:00,MichaelYochpaz,closed,1
3270,2024-02-02 18:21:18+00:00,2024-08-26 13:31:29+00:00,,ttarabula,closed,4
3268,2024-02-01 13:46:26+00:00,2024-07-01 15:07:26+00:00,2024-07-01 15:07:26+00:00,dependabot[bot],closed,0
3265,2024-01-25 13:48:12+00:00,2024-07-01 15:06:42+00:00,,dependabot[bot],closed,1
3258,2024-01-10 15:10:39+00:00,2024-01-16 10:49:57+00:00,,darrenburns,closed,2
3257,2024-01-10 14:36:31+00:00,2024-01-31 13:05:27+00:00,2024-01-31 13:05:27+00:00,rodrigogiraoserrao,closed,1
3255,2024-01-09 17:51:28+00:00,2024-07-01 15:06:29+00:00,2024-07-01 15:06:29+00:00,askras,closed,1
3247,2024-01-05 20:43:49+00:00,2024-07-01 15:03:53+00:00,,SamuelMorrisProjects,closed,1
3245,2024-01-01 14:00:10+00:00,2024-07-01 15:02:02+00:00,,dependabot[bot],closed,1
3242,2023-12-31 06:40:53+00:00,2024-07-01 15:01:30+00:00,,vikasharma005,closed,2
3241,2023-12-30 17:29:21+00:00,2024-07-01 14:50:26+00:00,,miili,closed,1
3237,2023-12-25 20:25:20+00:00,2024-07-01 14:49:22+00:00,,chillb0nes,closed,1
3236,2023-12-22 02:28:12+00:00,2024-07-01 14:48:31+00:00,,NeilGirdhar,closed,4
3233,2023-12-16 13:58:05+00:00,2024-08-26 13:32:19+00:00,,lmmx,closed,10
3232,2023-12-14 13:58:27+00:00,2024-07-01 15:08:01+00:00,2024-07-01 15:08:01+00:00,dependabot[bot],closed,0
3229,2023-12-12 15:46:28+00:00,2024-07-01 14:20:02+00:00,2024-07-01 14:20:02+00:00,befeleme,closed,1
3226,2023-12-09 14:27:23+00:00,2024-07-01 14:18:29+00:00,2024-07-01 14:18:29+00:00,mgorny,closed,2
3224,2023-12-06 13:58:35+00:00,2024-07-01 14:15:25+00:00,,dependabot[bot],closed,2
3222,2023-12-03 17:51:36+00:00,2024-07-01 14:14:52+00:00,,volundmush,closed,1
3220,2023-11-30 13:26:03+00:00,2024-07-01 14:13:29+00:00,2024-07-01 14:13:29+00:00,Haskely,closed,1
3218,2023-11-28 06:01:42+00:00,2024-07-01 14:12:21+00:00,,LeileiChui,closed,1
3209,2023-11-20 05:43:57+00:00,2024-07-01 14:11:25+00:00,2024-07-01 14:11:25+00:00,alex-rakowski,closed,1
3205,2023-11-17 10:15:18+00:00,2024-07-01 14:09:49+00:00,,pop2pop3,closed,1
3202,2023-11-15 16:26:28+00:00,2023-11-15 16:31:57+00:00,2023-11-15 16:31:57+00:00,willmcgugan,closed,0
3198,2023-11-10 08:19:32+00:00,2023-11-12 15:09:56+00:00,,snooppr,closed,0
3195,2023-11-07 17:19:55+00:00,2023-11-08 11:43:38+00:00,2023-11-08 11:43:38+00:00,darrenburns,closed,0
3194,2023-11-07 13:52:55+00:00,2024-01-25 13:48:17+00:00,,dependabot[bot],closed,2
3193,2023-11-07 13:04:42+00:00,2024-07-01 13:10:22+00:00,,dependabot[bot],closed,2
3192,2023-11-07 12:21:27+00:00,2023-11-07 15:48:41+00:00,2023-11-07 15:48:41+00:00,darrenburns,closed,1
3191,2023-11-07 11:26:38+00:00,2023-11-07 16:22:13+00:00,2023-11-07 16:22:13+00:00,darrenburns,closed,1
3181,2023-11-01 17:02:57+00:00,2023-11-01 17:04:37+00:00,2023-11-01 17:04:37+00:00,darrenburns,closed,0
3180,2023-11-01 16:49:15+00:00,2023-11-14 10:03:55+00:00,2023-11-14 10:03:55+00:00,darrenburns,closed,1
3178,2023-10-31 13:43:49+00:00,2023-10-31 13:54:32+00:00,2023-10-31 13:54:31+00:00,ghost,closed,3
3170,2023-10-27 11:07:36+00:00,2023-10-27 11:59:40+00:00,2023-10-27 11:59:40+00:00,bwagner,closed,0
3166,2023-10-24 18:38:40+00:00,2024-07-01 14:07:41+00:00,2024-07-01 14:07:41+00:00,JulesGM,closed,1
3165,2023-10-22 23:13:39+00:00,2024-07-01 14:05:39+00:00,2024-07-01 14:05:39+00:00,GeneMyslinsky,closed,2
3163,2023-10-21 06:04:01+00:00,,,slaarti,open,2
3162,2023-10-20 16:45:53+00:00,2023-11-07 16:16:25+00:00,2023-11-07 16:16:25+00:00,ekinpy,closed,0
3160,2023-10-20 13:49:33+00:00,2023-10-20 16:45:46+00:00,,ekinpy,closed,0
3151,2023-10-11 15:59:17+00:00,2023-11-07 18:02:07+00:00,2023-11-07 18:02:07+00:00,xymy,closed,1
3145,2023-10-06 20:57:03+00:00,2023-11-07 15:55:58+00:00,2023-11-07 15:55:58+00:00,paaaron,closed,1
3141,2023-10-03 09:49:01+00:00,2024-07-01 14:01:07+00:00,2024-07-01 14:01:07+00:00,Coderbeep,closed,1
3139,2023-09-30 13:18:57+00:00,2023-09-30 14:08:54+00:00,2023-09-30 14:08:54+00:00,willmcgugan,closed,1
3136,2023-09-26 12:39:41+00:00,2024-07-01 13:59:55+00:00,,rodrigogiraoserrao,closed,4
3132,2023-09-17 15:39:24+00:00,2023-09-17 15:48:46+00:00,2023-09-17 15:48:46+00:00,willmcgugan,closed,1
3130,2023-09-13 12:36:24+00:00,2023-09-17 14:56:07+00:00,2023-09-17 14:56:07+00:00,rodrigogiraoserrao,closed,2
3122,2023-09-04 13:43:27+00:00,2023-11-07 12:03:59+00:00,2023-11-07 12:03:59+00:00,dependabot[bot],closed,1
3116,2023-08-31 13:11:05+00:00,2023-11-07 13:04:47+00:00,,dependabot[bot],closed,1
3114,2023-08-31 02:29:52+00:00,2024-03-18 20:48:51+00:00,,evilhamsterman,closed,0
3113,2023-08-30 23:58:15+00:00,2023-11-07 17:07:06+00:00,2023-11-07 17:07:05+00:00,evilhamsterman,closed,1
3111,2023-08-28 13:24:06+00:00,2023-08-31 13:11:12+00:00,,dependabot[bot],closed,2
3105,2023-08-25 15:51:49+00:00,2023-11-07 17:04:32+00:00,2023-11-07 17:04:32+00:00,AaronBeaudoin,closed,1
3101,2023-08-24 13:41:54+00:00,2023-08-28 13:24:11+00:00,,dependabot[bot],closed,1
3094,2023-08-19 18:03:08+00:00,2023-11-07 17:37:25+00:00,2023-11-07 17:37:25+00:00,plotski,closed,0
3092,2023-08-18 13:59:03+00:00,2023-08-24 13:42:00+00:00,,dependabot[bot],closed,2
3090,2023-08-17 13:13:55+00:00,2023-08-18 13:59:09+00:00,,dependabot[bot],closed,1
3080,2023-08-09 21:07:13+00:00,2024-03-27 15:11:42+00:00,,TomJGooding,closed,1
3079,2023-08-09 19:44:04+00:00,2023-11-02 15:35:21+00:00,,SauravMaheshkar,closed,0
3078,2023-08-09 05:58:05+00:00,2024-09-30 14:14:42+00:00,2024-09-30 14:14:42+00:00,A-kirami,closed,1
3077,2023-08-07 14:07:07+00:00,2024-07-01 13:36:12+00:00,2024-07-01 13:36:12+00:00,dependabot[bot],closed,0
3073,2023-08-02 13:09:27+00:00,2023-08-17 13:14:00+00:00,,dependabot[bot],closed,2
3072,2023-08-01 20:29:40+00:00,2024-07-01 13:35:25+00:00,,eumiro,closed,1
3071,2023-07-31 10:26:37+00:00,2023-07-31 10:48:36+00:00,2023-07-31 10:48:36+00:00,ThiefMaster,closed,1
3070,2023-07-31 10:00:08+00:00,2023-07-31 10:05:41+00:00,2023-07-31 10:05:41+00:00,willmcgugan,closed,1
3069,2023-07-30 16:07:13+00:00,2023-07-31 09:53:23+00:00,2023-07-31 09:53:23+00:00,willmcgugan,closed,1
3067,2023-07-30 00:15:14+00:00,2023-07-31 09:53:03+00:00,2023-07-31 09:53:03+00:00,LukeSavefrogs,closed,8
3066,2023-07-29 16:10:04+00:00,2023-07-29 16:16:47+00:00,2023-07-29 16:16:47+00:00,willmcgugan,closed,1
3065,2023-07-29 15:59:40+00:00,2023-07-29 16:05:39+00:00,2023-07-29 16:05:39+00:00,willmcgugan,closed,1
3064,2023-07-29 09:07:48+00:00,2023-07-29 09:13:37+00:00,2023-07-29 09:13:37+00:00,willmcgugan,closed,1
3063,2023-07-29 08:44:44+00:00,2023-07-29 08:50:15+00:00,2023-07-29 08:50:15+00:00,willmcgugan,closed,1
3061,2023-07-28 21:00:42+00:00,2023-07-29 07:06:41+00:00,2023-07-29 07:06:41+00:00,willmcgugan,closed,1
3060,2023-07-28 19:18:14+00:00,2023-07-29 15:44:32+00:00,2023-07-29 15:44:32+00:00,jiaosenvip,closed,1
3059,2023-07-28 13:16:09+00:00,2023-08-02 13:09:33+00:00,,dependabot[bot],closed,1
3058,2023-07-27 22:39:20+00:00,2024-07-01 13:31:11+00:00,,Vinnybrunn00,closed,2
3056,2023-07-26 19:44:44+00:00,2023-07-29 15:45:23+00:00,,ghost,closed,2
3054,2023-07-25 14:02:43+00:00,2023-07-28 13:16:15+00:00,,dependabot[bot],closed,2
3052,2023-07-23 17:29:13+00:00,2024-07-01 13:27:21+00:00,2024-07-01 13:27:21+00:00,seapagan,closed,7
3050,2023-07-22 15:27:29+00:00,2024-07-01 13:24:58+00:00,,robinbowes,closed,3
3043,2023-07-20 10:17:16+00:00,2023-07-29 15:47:32+00:00,2023-07-29 15:47:32+00:00,davep,closed,1
3041,2023-07-20 04:13:27+00:00,2024-07-01 13:21:28+00:00,,rly0nheart,closed,8
3038,2023-07-18 12:01:57+00:00,2023-08-01 14:35:31+00:00,,littlewhitecloud,closed,10
3035,2023-07-13 17:26:21+00:00,2023-11-07 17:57:21+00:00,2023-11-07 17:57:21+00:00,duc-mt,closed,0
3033,2023-07-13 11:13:36+00:00,,,AndreasBackx,open,5
3025,2023-07-05 23:37:03+00:00,2024-07-01 13:19:10+00:00,,MicaelJarniac,closed,14
3019,2023-07-03 07:12:40+00:00,2023-07-03 10:41:29+00:00,2023-07-03 10:41:29+00:00,jorgectf,closed,3
3016,2023-07-02 22:06:10+00:00,2024-07-01 13:17:51+00:00,,sharkusk,closed,1
3015,2023-07-02 11:10:09+00:00,2024-07-01 13:16:53+00:00,,hamdanal,closed,1
3009,2023-06-26 14:03:25+00:00,2024-07-01 13:14:45+00:00,,dependabot[bot],closed,1
3007,2023-06-23 13:58:30+00:00,2024-07-01 13:14:32+00:00,2024-07-01 13:14:32+00:00,zachvalenta,closed,0
3006,2023-06-22 09:43:33+00:00,2023-07-29 15:50:01+00:00,2023-07-29 15:50:01+00:00,AryazE,closed,0
3005,2023-06-21 14:03:11+00:00,2023-06-26 14:03:30+00:00,,dependabot[bot],closed,1
3004,2023-06-21 14:01:49+00:00,2023-06-21 14:41:18+00:00,2023-06-21 14:41:18+00:00,alichtman,closed,1
2998,2023-06-12 13:43:05+00:00,2023-06-12 13:54:12+00:00,2023-06-12 13:54:12+00:00,willmcgugan,closed,1
2996,2023-06-10 00:32:41+00:00,2024-07-01 13:13:52+00:00,,t-mangoe,closed,4
2992,2023-06-08 14:04:49+00:00,2023-11-07 13:53:02+00:00,,dependabot[bot],closed,2
2984,2023-06-01 15:56:52+00:00,2024-07-01 13:10:58+00:00,2024-07-01 13:10:58+00:00,jnovinger,closed,0
2982,2023-06-01 00:14:10+00:00,2024-07-01 13:09:41+00:00,,EatenCheetos,closed,1
2980,2023-05-31 17:16:30+00:00,2023-05-31 17:25:21+00:00,2023-05-31 17:25:20+00:00,willmcgugan,closed,0
2978,2023-05-31 15:14:24+00:00,2023-05-31 15:50:53+00:00,2023-05-31 15:50:53+00:00,willmcgugan,closed,1
2977,2023-05-31 12:49:26+00:00,2023-05-31 14:46:14+00:00,2023-05-31 14:46:13+00:00,darrenburns,closed,1
2976,2023-05-31 12:47:19+00:00,2024-07-01 13:09:05+00:00,,DimitriPapadopoulos,closed,1
2972,2023-05-25 16:28:36+00:00,,,noklam,open,7
2971,2023-05-25 14:00:38+00:00,2024-07-01 12:54:41+00:00,,dependabot[bot],closed,2
2968,2023-05-19 06:44:42+00:00,2024-07-01 12:54:23+00:00,,hrnciar,closed,4
2967,2023-05-18 22:01:36+00:00,2024-07-01 12:52:14+00:00,,peppedilillo,closed,1
2964,2023-05-15 14:03:37+00:00,2023-07-25 14:02:49+00:00,,dependabot[bot],closed,2
2961,2023-05-11 20:41:38+00:00,2024-07-01 12:50:44+00:00,,rlaphoenix,closed,0
2960,2023-05-11 14:23:04+00:00,2023-06-21 14:03:16+00:00,,dependabot[bot],closed,1
2954,2023-05-08 10:42:04+00:00,2023-05-15 15:31:56+00:00,,TheoGuerin64,closed,0
2953,2023-05-07 08:36:03+00:00,2023-07-29 15:54:03+00:00,,zhihengy,closed,1
2950,2023-05-02 14:05:14+00:00,2023-06-08 14:04:55+00:00,,dependabot[bot],closed,1
2947,2023-05-01 20:12:12+00:00,2024-07-01 12:47:37+00:00,,sunnyt02,closed,1
2946,2023-05-01 14:19:26+00:00,2024-07-01 12:43:39+00:00,,willmcgugan,closed,1
2945,2023-05-01 14:04:36+00:00,2023-05-15 14:03:42+00:00,,dependabot[bot],closed,1
2943,2023-04-28 10:47:45+00:00,2024-07-01 12:43:02+00:00,2024-07-01 12:43:02+00:00,rodrigogiraoserrao,closed,0
2940,2023-04-27 14:09:18+00:00,2023-04-27 14:16:09+00:00,2023-04-27 14:16:08+00:00,willmcgugan,closed,1
2937,2023-04-26 17:03:28+00:00,2024-07-01 12:40:39+00:00,,evtn,closed,2
2935,2023-04-25 14:00:04+00:00,2023-05-01 14:04:41+00:00,,dependabot[bot],closed,1
2934,2023-04-25 09:17:41+00:00,2024-07-01 12:39:27+00:00,,ThunderKey,closed,2
2933,2023-04-24 14:08:14+00:00,2023-04-25 14:00:09+00:00,,dependabot[bot],closed,2
2928,2023-04-17 14:06:42+00:00,2024-01-01 14:00:15+00:00,,dependabot[bot],closed,1
2927,2023-04-16 14:15:25+00:00,2024-03-09 10:43:06+00:00,,HFrost0,closed,0
2923,2023-04-12 16:35:16+00:00,2023-04-12 16:48:19+00:00,2023-04-12 16:48:19+00:00,willmcgugan,closed,0
2922,2023-04-12 13:19:40+00:00,2023-11-03 18:42:05+00:00,,msempere,closed,6
2916,2023-04-09 00:35:36+00:00,2024-07-01 11:53:08+00:00,,lewis-yeung,closed,2
2914,2023-04-07 14:02:01+00:00,2023-05-11 14:23:09+00:00,,dependabot[bot],closed,1
2913,2023-04-05 14:06:03+00:00,2023-05-02 14:05:19+00:00,,dependabot[bot],closed,1
2911,2023-03-29 14:05:33+00:00,2024-07-01 11:50:21+00:00,,dependabot[bot],closed,1
2905,2023-03-27 08:51:21+00:00,2023-04-21 14:40:43+00:00,,pom11,closed,7
2903,2023-03-26 15:05:39+00:00,2023-03-27 10:46:09+00:00,2023-03-27 10:46:09+00:00,willmcgugan,closed,1
2901,2023-03-26 13:27:44+00:00,2023-03-26 16:06:16+00:00,,pom11,closed,0
2897,2023-03-24 21:58:41+00:00,2023-05-04 13:33:58+00:00,,hpe-ykoehler,closed,0
2891,2023-03-22 14:33:25+00:00,2024-07-01 11:49:52+00:00,,xsjk,closed,1
2889,2023-03-21 19:25:58+00:00,2024-07-01 11:44:43+00:00,,xsjk,closed,4
2887,2023-03-21 09:26:40+00:00,2023-03-21 09:31:07+00:00,2023-03-21 09:31:07+00:00,xpierroz,closed,1
2884,2023-03-20 17:22:12+00:00,2024-07-01 11:43:42+00:00,,ucodery,closed,1
2883,2023-03-19 19:46:41+00:00,2024-07-01 11:47:29+00:00,,royatt,closed,0
2881,2023-03-16 11:48:15+00:00,2023-04-07 12:53:37+00:00,,lewis-yeung,closed,0
2879,2023-03-14 17:16:15+00:00,2024-06-17 08:55:40+00:00,,aminalaee,closed,0
2876,2023-03-13 13:32:32+00:00,2024-07-01 11:46:19+00:00,,Ayehavgunne,closed,1
2873,2023-03-11 16:56:10+00:00,2024-07-01 11:10:41+00:00,,The-Alchemist,closed,2
2871,2023-03-10 10:31:32+00:00,2024-07-01 10:58:19+00:00,,vemonet,closed,1
2870,2023-03-09 07:40:03+00:00,2024-07-01 10:56:17+00:00,2024-07-01 10:56:17+00:00,LCH-1,closed,0
2867,2023-03-08 09:56:43+00:00,2024-07-01 11:32:09+00:00,2024-07-01 11:32:09+00:00,cceyda,closed,2
2865,2023-03-07 14:01:55+00:00,2023-04-07 14:02:05+00:00,,dependabot[bot],closed,1
2864,2023-03-07 10:09:32+00:00,2024-07-01 10:52:21+00:00,2024-07-01 10:52:21+00:00,XuehaiPan,closed,0
2860,2023-03-06 14:13:12+00:00,2023-03-29 14:05:40+00:00,,dependabot[bot],closed,1
2858,2023-03-06 09:51:35+00:00,2024-07-01 10:43:32+00:00,2024-07-01 10:43:32+00:00,alexprengere,closed,1
2854,2023-03-04 16:48:27+00:00,2023-03-04 16:58:07+00:00,,SauravMaheshkar,closed,1
2853,2023-03-04 16:23:01+00:00,2023-03-04 16:28:38+00:00,2023-03-04 16:28:38+00:00,willmcgugan,closed,0
